company_name,industry,symbol,Series,sector,ticker,f&o,Include,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aegis Vopak Terminals Limited,Energy,AEGISVOPAK,EQ,Energy,AEGISVOPAK.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prime Focus Limited,Communication Services,PFOCUS,EQ,Communication Services,PFOCUS.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indraprastha Gas Limited,Utilities,IGL,EQ,Utilities,IGL.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Patterns (India) Limited,Aerospace & Defense,DATAPATTNS,EQ,Industrials,DATAPATTNS.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Great Eastern Shipping Company Limited,Marine Shipping,GESHIP,EQ,Industrials,GESHIP.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Ramco Cements Limited,Building Materials,RAMCOCEM,EQ,Basic Materials,RAMCOCEM.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neuland Laboratories Limited,Drug Manufacturers - Specialty & Generic,NEULANDLAB,EQ,Healthcare,NEULANDLAB.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun TV Network Limited,Communication Services,SUNTV,EQ,Communication Services,SUNTV.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pine Labs Limited,Software - Infrastructure,PINELABS,EQ,Technology,PINELABS.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acutaas Chemicals Limited,Specialty Chemicals,ACUTAAS,EQ,Basic Materials,ACUTAAS.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pfizer Limited,Drug Manufacturers - General,PFIZER,EQ,Healthcare,PFIZER.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hatsun Agro Product Limited,Packaged Foods,HATSUN,EQ,Consumer Defensive,HATSUN.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R R Kabel Limited,Electrical Equipment & Parts,RRKABEL,EQ,Industrials,RRKABEL.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aadhar Housing Finance Limited,Mortgage Finance,AADHARHFC,EQ,Financial Services,AADHARHFC.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kalpataru Projects International Limited,Engineering & Construction,KPIL,EQ,Industrials,KPIL.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gujarat Mineral Development Corporation Limited,Energy,GMDCLTD,EQ,Energy,GMDCLTD.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFCL Limited,Communication Equipment,HFCL,EQ,Technology,HFCL.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Urban Company Limited,Software - Application,URBANCO,EQ,Technology,URBANCO.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Craftsman Automation Limited,Auto Parts,CRAFTSMAN,EQ,Consumer Cyclical,CRAFTSMAN.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asahi India Glass Limited,Auto Parts,ASAHIINDIA,EQ,Consumer Cyclical,ASAHIINDIA.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBL Bank Limited,Banks - Regional,RBLBANK,EQ,Financial Services,RBLBANK.NS,F&O,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AstraZeneca Pharma India Limited,Drug Manufacturers - Specialty & Generic,ASTRAZEN,EQ,Healthcare,ASTRAZEN.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Syrma SGS Technology Limited,Electronic Components,SYRMA,EQ,Technology,SYRMA.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Affle 3i Limited,Communication Services,AFFLE,EQ,Communication Services,AFFLE.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natco Pharma Limited,Drug Manufacturers - Specialty & Generic,NATCOPHARM,EQ,Healthcare,NATCOPHARM.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Onesource Specialty Pharma Limited,Biotechnology,ONESOURCE,EQ,Healthcare,ONESOURCE.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EIH Limited,Lodging,EIHOTEL,EQ,Consumer Cyclical,EIHOTEL.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gallantt Ispat Limited,Steel,GALLANTT,EQ,Basic Materials,GALLANTT.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atul Limited,Specialty Chemicals,ATUL,EQ,Basic Materials,ATUL.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sarda Energy & Minerals Limited,Steel,SARDAEN,EQ,Basic Materials,SARDAEN.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computer Age Management Services Limited,Information Technology Services,CAMS,EQ,Technology,CAMS.NS,F&O,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bayer Cropscience Limited,Agricultural Inputs,BAYERCROP,EQ,Basic Materials,BAYERCROP.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAGILITY LIMITED,Healthcare,SAGILITY,EQ,Healthcare,SAGILITY.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAVA LIMITED,Conglomerates,NAVA,EQ,Industrials,NAVA.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anant Raj Limited,Real Estate,ANANTRAJ,EQ,Real Estate,ANANTRAJ.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ratnamani Metals & Tubes Limited,Steel,RATNAMANI,EQ,Basic Materials,RATNAMANI.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emami Limited,Household & Personal Products,EMAMILTD,EQ,Consumer Defensive,EMAMILTD.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tata Chemicals Limited,Chemicals,TATACHEM,EQ,Basic Materials,TATACHEM.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mtar Technologies Limited,Specialty Industrial Machinery,MTARTECH,EQ,Industrials,MTARTECH.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KPIT Technologies Limited,Software - Infrastructure,KPITTECH,EQ,Technology,KPITTECH.NS,F&O,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belrise Industries Limited,Auto Parts,BELRISE,EQ,Consumer Cyclical,BELRISE.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jain Resource Recycling Limited,Basic Materials,JAINREC,EQ,Basic Materials,JAINREC.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IIFL Finance Limited,Credit Services,IIFL,EQ,Financial Services,IIFL.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carborundum Universal Limited,Conglomerates,CARBORUNIV,EQ,Industrials,CARBORUNIV.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avanti Feeds Limited,Packaged Foods,AVANTIFEED,EQ,Consumer Defensive,AVANTIFEED.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
City Union Bank Limited,Banks - Regional,CUB,EQ,Financial Services,CUB.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eris Lifesciences Limited,Drug Manufacturers - Specialty & Generic,ERIS,EQ,Healthcare,ERIS.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crompton Greaves Consumer Electricals Limited,"Furnishings, Fixtures & Appliances",CROMPTON,EQ,Consumer Cyclical,CROMPTON.NS,F&O,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Godawari Power And Ispat limited,Steel,GPIL,EQ,Basic Materials,GPIL.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCM Shriram Limited,Conglomerates,DCMSHRIRAM,EQ,Industrials,DCMSHRIRAM.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TD Power Systems Limited,Specialty Industrial Machinery,TDPOWERSYS,EQ,Industrials,TDPOWERSYS.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capri Global Capital Limited,Credit Services,CGCL,EQ,Financial Services,CGCL.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Triveni Turbine Limited,Specialty Industrial Machinery,TRITURBINE,EQ,Industrials,TRITURBINE.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The India Cements Limited,Building Materials,INDIACEM,EQ,Basic Materials,INDIACEM.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Firstsource Solutions Limited,Information Technology Services,FSL,EQ,Technology,FSL.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cohance Lifesciences Limited,Drug Manufacturers - Specialty & Generic,COHANCE,EQ,Healthcare,COHANCE.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Granules India Limited,Drug Manufacturers - Specialty & Generic,GRANULES,EQ,Healthcare,GRANULES.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grindwell Norton Limited,Building Products & Equipment,GRINDWELL,EQ,Industrials,GRINDWELL.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brigade Enterprises Limited,Real Estate,BRIGADE,EQ,Real Estate,BRIGADE.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emmvee Photovoltaic Power Limited,Solar,EMMVEE,EQ,Technology,EMMVEE.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fractal Analytics Limited,Software - Infrastructure,FRACTAL,EQ,Technology,FRACTAL.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Syngene International Limited,Diagnostics & Research,SYNGENE,EQ,Healthcare,SYNGENE.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sterlite Technologies Limited,Communication Equipment,STLTECH,EQ,Technology,STLTECH.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Castrol India Limited,Oil & Gas Refining & Marketing,CASTROLIND,EQ,Energy,CASTROLIND.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chambal Fertilizers & Chemicals Limited,Agricultural Inputs,CHAMBLFERT,EQ,Basic Materials,CHAMBLFERT.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIE Automotive India Limited,Auto Parts,CIEINDIA,EQ,Consumer Cyclical,CIEINDIA.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cupid Limited,Household & Personal Products,CUPID,EQ,Consumer Defensive,CUPID.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inox Wind Limited,Specialty Industrial Machinery,INOXWIND,EQ,Industrials,INOXWIND.NS,F&O,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansai Nerolac Paints Limited,Specialty Chemicals,KANSAINER,EQ,Basic Materials,KANSAINER.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sundram Fasteners Limited,Auto Parts,SUNDRMFAST,EQ,Consumer Cyclical,SUNDRMFAST.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Century Plyboards (India) Limited,Basic Materials,CENTURYPLY,EQ,Basic Materials,CENTURYPLY.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elgi Equipments Limited,Specialty Industrial Machinery,ELGIEQUIP,EQ,Industrials,ELGIEQUIP.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aarti Industries Limited,Specialty Chemicals,AARTIIND,EQ,Basic Materials,AARTIIND.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kajaria Ceramics Limited,Building Products & Equipment,KAJARIACER,EQ,Industrials,KAJARIACER.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finolex Cables Limited,Electrical Equipment & Parts,FINCABLES,EQ,Industrials,FINCABLES.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BASF India Limited,Specialty Chemicals,BASF,EQ,Basic Materials,BASF.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Redington Limited,Information Technology Services,REDINGTON,EQ,Technology,REDINGTON.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jyoti CNC Automation Limited,Specialty Industrial Machinery,JYOTICNC,EQ,Industrials,JYOTICNC.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IFCI Limited,Credit Services,IFCI,EQ,Financial Services,IFCI.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chalet Hotels Limited,Lodging,CHALET,EQ,Consumer Cyclical,CHALET.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acme Solar Holdings Limited,Utilities - Renewable,ACMESOLAR,EQ,Utilities,ACMESOLAR.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sammaan Capital Limited,Mortgage Finance,SAMMAANCAP,EQ,Financial Services,SAMMAANCAP.NS,F&O,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deepak Fertilizers and Petrochemicals Corporation Limited,Chemicals,DEEPAKFERT,EQ,Basic Materials,DEEPAKFERT.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bikaji Foods International Limited,Packaged Foods,BIKAJI,EQ,Consumer Defensive,BIKAJI.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vardhman Textiles Limited,Textile Manufacturing,VTL,EQ,Consumer Cyclical,VTL.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poly Medicure Limited,Healthcare,POLYMED,EQ,Healthcare,POLYMED.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JSW Cement Limited,Building Materials,JSWCEMENT,EQ,Basic Materials,JSWCEMENT.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allied Blenders and Distillers Limited,Consumer Defensive,ABDL,EQ,Consumer Defensive,ABDL.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zydus Wellness Limited,Packaged Foods,ZYDUSWELL,EQ,Consumer Defensive,ZYDUSWELL.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Travel Food Services Limited,Consumer Cyclical,TRAVELFOOD,EQ,Consumer Cyclical,TRAVELFOOD.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aditya Birla Real Estate Limited,Real Estate Services,ABREL,EQ,Real Estate,ABREL.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cemindia Projects Limited,Engineering & Construction,CEMPRO,EQ,Industrials,CEMPRO.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gujarat State Petronet Limited,Utilities,GSPL,EQ,Utilities,GSPL.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amara Raja Energy & Mobility Limited,Electrical Equipment & Parts,ARE&M,EQ,Industrials,ARE&M.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabriel India Limited,Auto Parts,GABRIEL,EQ,Consumer Cyclical,GABRIEL.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEML Limited,Conglomerates,BEML,EQ,Industrials,BEML.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aether Industries Limited,Specialty Chemicals,AETHER,EQ,Basic Materials,AETHER.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chennai Petroleum Corporation Limited,Oil & Gas Refining & Marketing,CHENNPETRO,EQ,Energy,CHENNPETRO.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LMW Limited,Specialty Industrial Machinery,LMW,EQ,Industrials,LMW.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jubilant Pharmova Limited,Drug Manufacturers - Specialty & Generic,JUBLPHARMA,EQ,Healthcare,JUBLPHARMA.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEC International Limited,Engineering & Construction,KEC,EQ,Industrials,KEC.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shriram Pistons & Rings Limited,Auto Parts,SHRIPISTON,EQ,Consumer Cyclical,SHRIPISTON.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kfin Technologies Limited,Software - Application,KFINTECH,EQ,Technology,KFINTECH.NS,F&O,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shipping Corporation Of India Limited,Marine Shipping,SCI,EQ,Industrials,SCI.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rubicon Research Limited,Drug Manufacturers - General,RUBICON,EQ,Healthcare,RUBICON.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ventive Hospitality Limited,Lodging,VENTIVE,EQ,Consumer Cyclical,VENTIVE.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sansera Engineering Limited,Auto Parts,SANSERA,EQ,Consumer Cyclical,SANSERA.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anupam Rasayan India Limited,Specialty Chemicals,ANURAS,EQ,Basic Materials,ANURAS.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Jammu & Kashmir Bank Limited,Banks - Regional,J&KBANK,EQ,Financial Services,J&KBANK.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jindal Saw Limited,Steel,JINDALSAW,EQ,Basic Materials,JINDALSAW.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eClerx Services Limited,Information Technology Services,ECLERX,EQ,Technology,ECLERX.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alembic Pharmaceuticals Limited,Drug Manufacturers - Specialty & Generic,APLLTD,EQ,Healthcare,APLLTD.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JBM Auto Limited,Auto Parts,JBMA,EQ,Consumer Cyclical,JBMA.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Choice International Limited,Capital Markets,CHOICEIN,EQ,Financial Services,CHOICEIN.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
International Gemological Institute Limited,Basic Materials,IGIL,EQ,Basic Materials,IGIL.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ksb Limited,Specialty Industrial Machinery,KSB,EQ,Industrials,KSB.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sobha Limited,Real Estate,SOBHA,EQ,Real Estate,SOBHA.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ola Electric Mobility Limited,Auto Manufacturers,OLAELEC,EQ,Consumer Cyclical,OLAELEC.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG Electroplast Limited,Electronic Components,PGEL,EQ,Technology,PGEL.NS,F&O,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niva Bupa Health Insurance Company Limited,Insurance - Life,NIVABUPA,EQ,Financial Services,NIVABUPA.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL Products (India) Limited,Packaged Foods,CCL,EQ,Consumer Defensive,CCL.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azad Engineering Limited,Specialty Industrial Machinery,AZAD,EQ,Industrials,AZAD.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT Foods Limited,Packaged Foods,LTFOODS,EQ,Consumer Defensive,LTFOODS.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ircon International Limited,Engineering & Construction,IRCON,EQ,Industrials,IRCON.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EID Parry India Limited,Agricultural Inputs,EIDPARRY,EQ,Basic Materials,EIDPARRY.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maharashtra Scooters Limited,Asset Management,MAHSCOOTER,EQ,Financial Services,MAHSCOOTER.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Graphite India Limited,Electrical Equipment & Parts,GRAPHITE,EQ,Industrials,GRAPHITE.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Techno Electric & Engineering Company Limited,Engineering & Construction,TECHNOE,EQ,Industrials,TECHNOE.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zen Technologies Limited,Aerospace & Defense,ZENTEC,EQ,Industrials,ZENTEC.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Devyani International Limited,Consumer Cyclical,DEVYANI,EQ,Consumer Cyclical,DEVYANI.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V-Guard Industries Limited,Electrical Equipment & Parts,VGUARD,EQ,Industrials,VGUARD.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vinati Organics Limited,Specialty Chemicals,VINATIORGA,EQ,Basic Materials,VINATIORGA.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ingersoll Rand (India) Limited,Specialty Industrial Machinery,INGERRAND,EQ,Industrials,INGERRAND.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Engineers India Limited,Engineering & Construction,ENGINERSIN,EQ,Industrials,ENGINERSIN.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JSW Holdings Limited,Conglomerates,JSWHL,EQ,Industrials,JSWHL.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dr. Agarwal's Health Care Limited,Healthcare,AGARWALEYE,EQ,Healthcare,AGARWALEYE.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Usha Martin Limited,Steel,USHAMART,EQ,Basic Materials,USHAMART.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fine Organic Industries Limited,Specialty Chemicals,FINEORG,EQ,Basic Materials,FINEORG.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOMS Industries Limited,Industrials,DOMS,EQ,Industrials,DOMS.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aptus Value Housing Finance India Limited,Mortgage Finance,APTUS,EQ,Financial Services,APTUS.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leela Palaces Hotels & Resorts Limited,Lodging,THELEELA,EQ,Consumer Cyclical,THELEELA.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caplin Point Laboratories Limited,Drug Manufacturers - Specialty & Generic,CAPLIPOINT,EQ,Healthcare,CAPLIPOINT.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clean Max Enviro Energy Solutions Limited,Utilities - Renewable,CLEANMAX,EQ,Utilities,CLEANMAX.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Supreme Petrochem Limited,Specialty Chemicals,SPLPETRO,EQ,Basic Materials,SPLPETRO.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JM Financial Limited,Capital Markets,JMFINANCIL,EQ,Financial Services,JMFINANCIL.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aditya Birla Lifestyle Brands Limited,Consumer Cyclical,ABLBL,EQ,Consumer Cyclical,ABLBL.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alivus Life Sciences Limited,Drug Manufacturers - Specialty & Generic,ALIVUS,EQ,Healthcare,ALIVUS.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kirloskar Brothers Limited,Specialty Industrial Machinery,KIRLOSBROS,EQ,Industrials,KIRLOSBROS.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Five-Star Business Finance Limited,Credit Services,FIVESTAR,EQ,Financial Services,FIVESTAR.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Privi Speciality Chemicals Limited,Specialty Chemicals,PRIVISCL,EQ,Basic Materials,PRIVISCL.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Happy Forgings Limited,Metal Fabrication,HAPPYFORGE,EQ,Industrials,HAPPYFORGE.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blue Dart Express Limited,Industrials,BLUEDART,EQ,Industrials,BLUEDART.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INOX India Limited,Specialty Industrial Machinery,INOXINDIA,EQ,Industrials,INOXINDIA.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JSW Dulux Limited,Specialty Chemicals,JSWDULUX,EQ,Basic Materials,JSWDULUX.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canara HSBC Life Insurance Company Limited,Insurance - Life,CANHLIFE,EQ,Financial Services,CANHLIFE.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aequs Limited,Aerospace & Defense,AEQUS,EQ,Industrials,AEQUS.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
