snapshot_date,ticker,Company Name,Industry,stage,current_rank,interesting_priority,daily_setup_bucket,weekly_setup_bucket,combined_bucket,final_combined_score,rs_3m_pct,rs_6m_pct,volume_dryup_ratio,breakout_volume_ratio,weekly_volume_ratio,volume_is_drying_up,weekly_volume_is_drying_up,notes
2026-05-21,RPTECH.NS,Rashi Peripherals Limited,Technology,Stage 2,9,103.436,watchlist,weekly_breakout,watchlist,70.93,56.82,72.0,1.56,1.78,2.01,False,False,"Stage 2, Extended Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong"
2026-05-21,AZAD.NS,Azad Engineering Limited,Specialty Industrial Machinery,Stage 2,11,102.738,watchlist,weekly_breakout,watchlist,69.94,30.16,32.07,1.1,0.71,1.26,False,False,"Stage 2, Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong"
2026-05-21,LAURUSLABS.NS,Laurus Labs Limited,Drug Manufacturers - Specialty & Generic,Stage 2,12,102.424,watchlist,weekly_breakout,watchlist,69.62,41.34,43.01,1.11,0.98,1.06,False,False,"Stage 2, Extended Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong"
2026-05-21,STAR.NS,Strides Pharma Science Limited,Drug Manufacturers - Specialty & Generic,Stage 2,13,101.84,watchlist,weekly_breakout,watchlist,67.95,39.59,28.68,1.59,0.57,2.87,False,False,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong"
2026-05-21,KINGFA.NS,Kingfa Science & Technology (India) Limited,Specialty Chemicals,Stage 2,14,101.568,watchlist,weekly_breakout,watchlist,67.84,32.11,29.84,1.43,0.3,0.91,False,False,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong"
2026-05-21,ARVIND.NS,Arvind Limited,Textile Manufacturing,Stage 2,15,101.284,watchlist,weekly_breakout,watchlist,67.67,37.05,50.22,1.87,0.87,3.11,False,False,"Stage 2, Extended Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong"
2026-05-21,GPIL.NS,Godawari Power And Ispat limited,Steel,Stage 2,1,100.79,watchlist,weekly_near_pivot,watchlist,77.7,16.96,21.06,2.08,1.22,5.5,False,False,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong"
2026-05-21,VISHNU.NS,Vishnu Chemicals Limited,Specialty Chemicals,Stage 2,18,100.394,watchlist,weekly_breakout,watchlist,66.97,23.28,32.4,0.88,0.44,0.99,False,False,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong"
2026-05-21,ADANIGREEN.NS,Adani Green Energy Limited,Utilities - Renewable,Stage 2,20,99.64,watchlist,weekly_breakout,watchlist,65.7,41.47,34.74,1.0,0.51,1.21,False,False,"Stage 2, Extended Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong"
2026-05-21,IOLCP.NS,IOL Chemicals and Pharmaceuticals Limited,Drug Manufacturers - Specialty & Generic,Stage 2,22,99.104,watchlist,weekly_breakout,watchlist,65.52,70.39,40.0,2.77,5.11,4.1,False,False,"Stage 2, Extended Stage 2, weekly_vcp_ok, weekly_strong"
